	Atrial_cardiomyocytes	Capillary_endothelium	Cardiac_neural_crest_cells_Schwann_progenitor_cells	Endothelium_pericytes_adventitia	Epicardial_cells	Epicardium-derived_cells	Erythrocytes_11	Erythrocytes_6	Fibroblast-like_cardiac_skeleton_connective_tissue	Fibroblast-like_larger_larger_vascular_development	Fibroblast-like_smaller_vascular_development	Immune_cells	Myoz2-enriched_cardiomyocytes	Smooth_muscle_cells_fibroblast-like	Ventricular_cardiomyocytes
X17x16	0.17040414	1.3624273e-11	0.06822606	0.02310068	0.13077524	0.063434176	0.11778402	0.09236663	0.010976931	0.02699798	1.3609754e-11	1.36418515e-11	0.22520304	0.07073102	1.360568e-11
X18x10	0.017419886	0.013289878	0.10238617	0.059011884	1.4881558e-11	0.10789467	0.04060134	0.047241997	0.0637926	0.06925821	1.4982092e-11	0.041581888	0.22059047	0.050212037	0.16671902
X18x11	2.1573111e-11	1.7124854e-11	1.7152935e-11	0.14480233	0.020374823	0.11616817	0.10072174	0.036776293	0.081145324	0.09127458	0.08773895	0.035628613	0.16423531	1.7207692e-11	0.12113385
X18x14	0.17180637	0.055297334	0.06409909	0.03459569	0.097403295	0.036449518	0.03842069	0.12852347	0.013999742	0.023507208	1.582817e-11	0.0988049	0.22381844	0.0132742	1.5833937e-11
X18x15	0.1407764	0.023464188	0.053723283	0.023545006	1.0283582e-11	1.0349225e-11	0.31958967	0.20826836	0.009486913	1.0271566e-11	0.013971516	0.049766473	0.07654208	0.052135356	0.028730774
X18x16	0.12354165	0.042341094	0.075136416	0.022805227	1.5671407e-11	0.02100595	0.32608238	0.20917028	1.5722574e-11	1.5686539e-11	0.01273399	0.029396025	0.080701396	0.057085644	1.5634893e-11
X18x17	0.18849394	0.05591604	1.2805896e-11	0.050258994	0.040709976	1.2870345e-11	0.17869394	0.09173158	1.2924563e-11	1.2920718e-11	0.02715101	0.070807554	0.181352	0.10446833	0.010416672
X18x5	0.03775934	1.6268509e-11	0.033800542	0.05876199	0.0733008	0.1165305	0.0649348	1.613692e-11	0.034501377	0.04544774	0.036854096	0.07070836	0.18638739	0.048384342	0.19262865
X18x6	0.024179595	2.0821393e-11	0.051197134	0.14531898	2.0921632e-11	0.049347524	0.037398167	2.0894992e-11	0.044810526	2.0946307e-11	0.047150932	0.03020333	0.18399636	0.08508724	0.30131024
X18x7	0.04984948	1.5872925e-11	0.056548443	0.09016667	1.5931706e-11	0.05951487	0.04097041	1.5916003e-11	1.5938455e-11	0.033150114	0.034303565	0.026142627	0.29736808	0.09283932	0.21914648
X18x8	0.019068876	0.017519033	0.054063715	0.031311892	0.020138098	0.03288019	0.010574944	0.015943838	0.059428677	0.039711926	0.060181484	0.053105317	0.28444335	0.05115692	0.25047174
X18x9	0.084545985	0.028633323	0.07717401	0.08431797	0.026331032	0.052635007	0.0064025964	0.02681966	1.5813215e-11	0.023810567	0.03763828	1.5683154e-11	0.23509175	0.09341642	0.22318335
X19x10	0.050196107	0.08904895	0.03966222	0.06461744	1.0111818e-11	0.058305405	0.13659348	0.033967413	0.101491965	0.01658053	1.0187588e-11	0.0325947	0.09531492	0.06360512	0.2180217
X19x11	0.047361847	0.018570041	0.029977797	0.19321063	1.7367613e-11	0.049627423	0.040628713	0.036036357	0.07327375	1.7437149e-11	0.00512743	0.03685362	0.25549838	0.06432907	0.14950491
X19x12	0.059816066	0.04301524	0.055411838	0.15327592	0.0071098884	0.059598375	0.023297621	1.2267305e-11	0.01895898	0.10951411	0.1358419	1.2326787e-11	0.14349087	0.08579758	0.10487165
X19x14	0.2837558	0.07238989	0.043733757	0.049343284	0.03278866	0.006775431	0.06797083	0.06790875	0.00903387	0.03123266	1.4867427e-11	0.059770387	0.20578001	0.041872717	0.027643992
X19x15	0.31644973	0.025484584	0.026903158	0.02603985	0.028878763	0.014503185	0.064127885	0.15458685	0.006304327	0.009908114	0.004855399	0.04874808	0.1217086	0.114564344	0.036937203
X19x16	0.15701768	0.037426822	0.033530854	0.03611878	7.511186e-12	0.011877628	0.20386486	0.2254709	0.013611885	0.0114229955	7.502781e-12	0.03940457	0.11843149	0.08169786	0.03012379
X19x17	0.15006115	0.03181113	1.6142752e-11	0.03408353	0.039592035	0.050214313	0.24635811	0.21994981	0.013503862	1.6045748e-11	1.6107905e-11	0.03342615	0.14692451	0.034075387	1.608172e-11
X19x3	1.395287e-11	1.3932579e-11	0.082155466	0.07667418	1.3883106e-11	0.17221853	0.061353523	0.046966795	0.02196555	1.391115e-11	0.05874634	0.09412336	0.15319131	0.03918678	0.19341817
X19x4	0.033587195	0.048646215	0.091405146	0.05043389	1.297714e-11	0.061832402	1.3039589e-11	1.2989373e-11	0.03382873	0.031330336	0.009520983	0.02532199	0.30302304	0.06383912	0.24723099
X19x5	0.054829985	0.034259308	0.034170408	0.029038545	0.015094233	0.0316277	1.6051185e-11	0.06863903	0.050177816	0.061341394	0.016371062	0.014792961	0.26741612	0.05845361	0.26378784
X19x6	0.054616243	0.033803247	0.03572964	0.018807478	1.4260042e-11	0.037226096	0.02859824	1.4218598e-11	0.042390577	0.022736786	0.03692257	1.4235203e-11	0.27260736	0.10021062	0.31635115
X19x7	0.11411122	0.020471063	0.027494159	0.03751753	0.024731634	1.1072397e-11	1.1004163e-11	0.01150152	0.03635526	1.1061822e-11	0.042067114	0.013697652	0.24507026	0.088752866	0.33822975
X19x8	0.074713044	1.6114075e-11	0.075354986	0.072118625	0.011541806	0.026562732	0.023604704	1.6043262e-11	0.08544154	1.6052569e-11	0.022935703	0.045210987	0.24151559	0.09569025	0.22531007
X19x9	0.15937251	0.07844267	0.038242534	0.030969702	0.024331488	0.015665758	1.2982206e-11	0.03432188	0.043430053	1.30480895e-11	0.019449577	0.03077959	0.2289111	0.08411217	0.21197106
X20x10	0.08065245	0.026866652	8.0670505e-12	0.04657838	0.0030362091	1.4527159e-11	0.029442372	0.016281594	0.08690736	0.016773157	0.04823918	0.042944755	0.24729136	0.1367276	0.21825895
X20x11	0.054331545	0.051651984	0.06729381	1.2843716e-11	0.031124908	0.0771051	0.018804222	1.2827509e-11	0.10157975	0.01708887	0.041401148	1.2825062e-11	0.17836647	0.04322694	0.31802526
X20x12	0.0489785	1.077933e-11	0.054561302	0.061311472	0.023974061	0.051417634	0.034670427	0.014915338	0.027553197	0.03301106	0.058325626	0.026286954	0.30934882	0.08314957	0.17249598
X20x13	0.0535583	0.014454825	6.781446e-12	0.07668994	0.04757608	0.24655937	0.27700675	0.077640295	0.020568218	6.773121e-12	0.0064130607	0.049449664	0.015755832	0.110498644	0.0038289677
X20x15	0.11167	0.045022566	0.080151305	0.023725871	0.01779517	0.031220263	0.21831226	0.21821749	4.830156e-12	4.821366e-12	0.0049961875	0.10731559	0.08646412	0.05510903	4.7942683e-12
X20x16	0.29186276	0.07710002	0.06580391	0.03967375	0.009513416	0.029932907	0.09036782	0.14182328	0.007371324	0.007380258	0.006624867	0.020337963	0.10338817	0.093607575	0.015211966
X20x17	0.09440977	0.02765847	0.024274018	0.022584692	0.008216906	0.03372446	0.2550564	0.25500166	0.015075839	5.6718666e-12	0.012164409	0.04560076	0.13509858	0.07113401	5.629564e-12
X20x18	0.09845515	0.0980853	0.024337195	0.055437382	0.0030253655	0.00687432	0.20343478	0.15991947	0.009091784	1.3537735e-11	0.014572354	0.06108972	0.22670075	0.030033264	0.00894316
X20x2	0.030149454	1.3970926e-11	1.3955292e-11	0.09324875	0.02886249	0.11027476	0.011406855	1.3893305e-11	0.07098964	0.03664024	0.06597567	0.088185385	0.18827814	0.07882681	0.19716178
X20x3	0.06895626	0.07622691	0.08561987	0.06077279	0.01001214	0.06114172	0.086965725	1.5220984e-11	1.525886e-11	0.05672766	1.5255542e-11	0.014553562	0.17384453	0.09317544	0.21200335
X20x4	0.09207396	0.02820336	0.059426416	0.020110054	0.007559533	0.022150196	0.029680386	0.035365064	1.0286974e-11	1.028719e-11	0.0009991473	0.02671134	0.23112117	0.10235393	0.34424543
X20x5	0.04336264	0.3096319	9.359756e-12	0.07416145	0.010544148	0.023408817	0.05795704	0.034585636	0.036252484	0.010033353	0.015109839	0.0845402	0.13266128	0.06632621	0.10142498
X20x6	0.044534296	0.0332091	0.055899944	0.03778502	0.013136241	8.7551875e-12	0.16532211	0.27659607	0.05097249	0.008219129	0.007564246	0.049721338	0.06997238	0.044540953	0.14252664
X20x7	0.09416058	0.04246198	0.06232275	0.054519013	7.967157e-12	0.022720987	0.009183186	0.029088974	0.058972497	0.02505746	0.017813258	0.031061279	0.16165844	0.06675543	0.32422408
X20x8	0.057447515	0.027299024	7.0749396e-12	0.038286697	0.017896	0.023076992	0.11173824	0.08949667	0.100272015	0.0033158972	0.023064328	0.0420095	0.19047232	0.073991045	0.20163383
X20x9	0.07650273	0.15940025	0.058696155	0.034294307	0.011846384	0.06255881	0.048244856	0.08996552	0.06039225	0.014502945	0.011390496	0.058205817	0.06697881	0.08870078	0.15831988
X21x10	0.017862463	0.21598968	0.11187835	0.10918595	0.006348979	0.06885468	0.04619748	0.042299412	0.145359	6.8350035e-12	0.028562892	0.0721372	0.03831517	0.08091055	0.016098157
X21x11	0.07096166	0.17394966	0.06354505	0.08195438	0.007744121	0.024535323	8.676745e-12	8.681976e-12	0.10357039	0.058384962	8.706652e-12	8.6946205e-12	0.18655656	0.058723073	0.1700749
X21x12	0.09991016	0.125445	0.1087225	0.040859442	0.006578116	0.025205497	1.0342552e-11	1.0331315e-11	0.027861381	0.038698934	0.025432406	0.05239668	0.14902703	0.07565834	0.22420448
X21x13	0.014891514	0.033111062	0.08714599	0.14090967	0.020376727	0.26493022	0.032892086	0.012392412	0.076596454	0.08062526	0.036931865	0.026165796	7.875086e-12	0.17079633	0.002234663
X21x15	0.32408878	0.08375309	0.041710306	0.033928014	0.027566632	0.0063006403	0.061264876	1.0626071e-11	0.027310474	0.036538217	1.05869055e-11	0.03089656	0.22032057	0.05543054	0.050891265
X21x16	0.20942986	0.12981956	0.0394156	0.07115359	0.0111556575	0.06276158	0.11549042	0.04816548	0.007550618	0.008259177	1.1359957e-11	1.1339542e-11	0.16142844	0.11172227	0.023647664
X21x17	0.22581968	0.19201772	1.2340257e-11	0.028268427	0.032279972	0.034425076	0.043777473	0.02684916	0.024374492	1.233628e-11	0.012098561	0.033246562	0.23914534	0.099246085	0.00845144
X21x18	0.2847801	0.037992787	0.04171447	0.02851617	0.13887814	0.0460236	0.021838266	1.858551e-11	0.0495718	1.8716315e-11	0.007819173	0.04869446	0.11902477	0.14218669	0.032959547
X21x2	0.07433014	0.07288285	0.10091057	0.07526296	0.018473864	0.015257868	0.026090486	1.2452328e-11	0.021803517	1.2477434e-11	0.031265404	0.061604373	0.21063401	0.047584824	0.24389912
X21x3	0.059115753	0.06287132	0.045775577	0.04122245	7.64935e-12	0.011361233	0.016350787	0.006307842	0.047840666	0.02169312	0.0187239	0.037482597	0.24611136	0.08038681	0.3047566
X21x4	0.15456977	0.05837474	0.046492092	0.05412109	0.004820981	1.2442572e-11	0.02031663	1.2396286e-11	0.048130475	1.2415666e-11	0.046979066	1.2468492e-11	0.22486348	0.06746213	0.27386957
X21x5	0.10862237	0.07893372	9.3139e-12	0.02968332	0.005873378	0.057740964	0.09044683	9.306477e-12	0.051337585	0.050541855	0.03116665	0.01684791	0.17279159	0.05856284	0.24745092
X21x6	0.12230893	0.007967964	0.039759733	0.02359743	0.013731659	0.023123203	0.056950632	0.09619391	0.08989186	0.012772553	0.015874559	0.036655463	0.14100856	0.08224273	0.23792076
X21x7	0.15814815	0.03626737	0.045412675	0.04615976	7.92987e-12	0.053333685	0.03432523	0.0760891	0.04239985	0.006503189	0.028301863	7.936815e-12	0.15554133	0.06997414	0.24754374
X21x8	0.0481557	0.098674074	0.10657701	0.08244656	0.013712557	0.05192535	0.023833366	1.0038634e-11	0.11909848	1.010728e-11	0.0618115	0.055501193	0.13930541	0.05630393	0.14265487
X21x9	0.019255677	0.04281405	0.09182299	0.054365575	8.344492e-12	0.020056358	0.10289314	0.14710063	0.11729708	0.026589863	0.020555457	0.04776493	0.10388979	0.093625255	0.11196918
X22x10	0.018591776	0.16386402	0.09477857	0.054719377	0.019075325	0.091622	0.020283427	0.0431897	0.24248637	0.02639453	0.047667358	0.059522457	6.207633e-12	0.07829855	0.039506536
X22x11	0.06693864	0.14327654	0.08166859	0.04901363	0.0066824392	1.2715394e-11	0.032673027	0.008464255	0.16772236	0.054839093	0.042932708	0.043463543	0.09146052	0.074646324	0.13621834
X22x12	0.058738414	0.024747582	0.061408035	0.03991151	0.016139086	0.027001986	0.021099227	0.088566534	0.09774756	9.626771e-12	0.015505719	0.019491836	0.24649897	0.098447785	0.18469575
X22x13	0.0054576285	0.0147955865	0.07956782	0.0824095	0.0032257396	0.24469294	0.03832039	0.02729925	0.16813761	0.03961118	0.07244809	0.071949825	7.728039e-12	0.1427	0.009384558
X22x15	0.19675334	0.0227099	0.06460784	0.003480632	0.14854622	0.16707976	1.0872995e-11	0.03086642	0.03964229	1.0886194e-11	0.035542503	0.08155067	0.14684397	0.062376395	1.0835607e-11
X22x16	0.11657676	1.754841e-11	0.03939856	0.05004772	0.13748917	0.11375556	0.04187175	1.7513066e-11	0.07412858	0.035186484	0.063214034	0.07629134	0.11583576	0.13620432	1.7576246e-11
X22x17	0.39047942	0.05057268	0.038330458	0.05711806	1.8218477e-11	0.036859907	0.026918208	1.8078284e-11	1.8182615e-11	0.05933956	0.032529186	0.040704284	0.2078902	0.059258036	1.8139905e-11
X22x18	0.3639821	0.047285173	0.06744805	0.03964467	0.025305485	0.018624704	0.06138068	0.031272274	0.014063631	0.0061911927	0.021795833	1.1859142e-11	0.14147614	0.14902909	0.012501019
X22x2	0.014962801	0.04787863	8.739162e-12	0.15859385	0.05839975	0.21672122	8.716173e-12	8.694239e-12	0.008919103	0.15342937	0.10632246	0.075662255	0.05298998	0.029877169	0.07624351
X22x3	0.10260456	1.3284013e-11	0.03948171	0.12163182	1.3283354e-11	0.03629459	1.32083944e-11	1.3240252e-11	0.017946085	1.32590544e-11	0.030957019	0.07169964	0.19273692	0.07993453	0.30671307
X22x4	0.13219528	0.03512188	0.075902894	0.041027725	0.018461905	0.011200086	0.017749894	0.02443494	0.042470966	0.03691577	0.025938665	0.014031934	0.23746292	0.04866507	0.23842005
X22x5	0.075607896	0.03825463	0.074152075	0.025855083	1.2597283e-11	0.02860761	0.035436157	0.021730667	0.07389985	0.021329634	0.005317847	0.017987952	0.24496813	0.08993497	0.2469175
X22x6	0.082272425	0.04668454	0.030881377	0.023533532	0.004782442	0.033554655	0.021944983	0.0128384745	0.03836345	0.05864859	0.009662576	0.005503871	0.24862726	0.08985706	0.29284486
X22x7	0.05950634	0.03526389	0.05404418	0.034001037	0.0024855852	0.035258383	1.0846069e-11	1.083788e-11	0.037029263	1.0896539e-11	0.060432553	1.0877414e-11	0.3025169	0.115813196	0.26364863
X22x8	0.06388064	0.04675066	0.04500642	0.059301056	0.0056568594	0.034668837	0.07391842	0.00791094	0.08556018	8.151352e-12	0.04231214	0.010245622	0.23190299	0.06218559	0.23069973
X22x9	0.055146184	0.021571364	0.08079546	0.02604724	0.03546208	0.03662833	6.1310627e-12	0.011298576	0.06753531	0.051589854	0.067068815	0.034350455	0.20248123	0.074761115	0.23526399
X23x10	0.12882344	0.018919498	0.09123114	1.3631546e-11	0.040201623	0.0670416	0.034856666	0.033088334	0.14353484	0.030366238	0.048667688	0.048843242	0.10588363	0.08026482	0.12827724
X23x11	0.04118788	0.09124063	0.08683181	1.0942327e-11	1.09483195e-11	0.09497653	0.062220022	1.088529e-11	0.42092007	0.04460642	0.020256856	0.02042544	1.0917561e-11	0.117334336	1.09334816e-11
X23x12	0.07880304	0.027430221	0.22542949	0.013873686	0.013152255	0.0017398632	1.3200552e-11	0.0107066715	0.30737606	1.3212063e-11	0.06415112	1.32555295e-11	1.326762e-11	0.08877517	0.16856246
X23x13	0.01914962	0.032465708	0.1265491	0.05007753	1.0771647e-11	0.18522163	0.021248389	0.027622135	0.19886437	1.0814508e-11	0.13891579	0.03142581	1.07971115e-11	0.15408136	0.0143785775
X23x15	0.16618693	0.031261005	0.091800794	0.026507923	0.06916891	0.18776654	0.074448675	1.6831337e-11	1.6912301e-11	1.6904981e-11	1.6869036e-11	0.045525327	0.18689854	0.120435305	1.6799586e-11
X23x16	0.39657408	0.09407652	0.062257253	0.07950229	1.7140471e-11	0.067543976	0.025404241	1.7083222e-11	1.7248137e-11	1.7141484e-11	1.7203192e-11	0.058721624	0.096043184	0.10698014	0.0128967
X23x17	0.3568714	0.11069711	0.059334118	0.057170156	0.055724714	0.059252743	0.021496093	1.302722e-11	0.006835645	0.009314183	0.01156235	0.048060194	0.09412488	0.10955633	1.2987697e-11
X23x2	0.1105042	0.058864504	0.09069549	0.09780101	1.490063e-11	0.06909367	0.027171068	0.012109077	0.041097477	0.09177629	0.027905283	1.503323e-11	0.178782	0.025037246	0.16916268
X23x3	0.06978098	0.1018538	0.04578282	0.025200527	9.457607e-12	9.468291e-12	0.028553601	9.434671e-12	0.049831443	0.0276445	0.019195274	9.438793e-12	0.23325394	0.116799235	0.2821038
X23x5	0.12919794	0.06725317	1.2735458e-11	0.0544437	0.0288819	1.3617195e-10	0.037919775	0.09928465	0.060529437	1.2705979e-11	1.2771191e-11	0.038461633	0.17286322	0.08198186	0.22918266
X23x6	0.09434541	0.06117129	0.037608717	0.057111405	0.02320415	0.024063453	0.18414333	0.04552652	0.017597234	1.6825747e-11	1.6867006e-11	0.041575737	0.17732102	0.06998767	0.16634409
X23x7	0.09490694	0.08202536	0.051696498	1.39076676e-11	1.3910611e-11	0.06444943	0.03931715	1.3852706e-11	1.3909736e-11	0.02414197	1.3899791e-11	0.017282423	0.25936127	0.092905626	0.27391326
X23x8	0.10202811	0.02230638	0.026701022	0.07484207	0.005399267	0.018579038	0.02542833	0.059406694	0.013989757	0.035341654	0.038326845	0.015557661	0.27391452	0.07289374	0.215285
X23x9	0.109848276	0.032564934	0.05898237	0.03255903	0.0058989762	0.035625156	0.020503815	1.1398434e-11	0.08694901	0.041861035	0.011158247	0.03455454	0.29234686	0.048444368	0.18870336
X24x10	0.065276206	0.015213292	0.11141456	0.051142916	1.0207536e-11	0.01831352	0.07487113	0.068399474	0.06852346	0.03097067	0.009169663	1.0164407e-11	0.14242233	0.0780623	0.26622054
X24x11	6.904059e-12	0.008194634	0.0905961	0.0033132965	0.018480895	0.09486109	0.24626032	0.22440799	0.14090621	6.9071285e-12	0.024089877	0.08182204	6.9090124e-12	0.039498985	0.027568491
